customer_id,first_name,last_name,gender,age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
3029,Timmie,Gori,Male,39,85,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0
3030,Flor,Agnew,Female,19,68,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0
3031,Diego,Bertelmot,Male,21,95,Staff Scientist,Health,Mass Customer,N,Yes,5.0
3032,Renado,Wonfor,Male,25,53,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5.0
3033,Danielle,Kener,Female,38,60,Administrative Officer,Financial Services,High Net Worth,N,No,12.0
3034,Mara,Tofanini,Female,61,54,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18.0
3035,Sigfrid,Caldecot,Male,37,98,Associate Professor,Health,High Net Worth,N,No,13.0
3036,Windy,Orehead,Female,40,24,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11.0
3037,Leanora,Isles,Female,46,30,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0
3038,Hermione,None,Female,59,45,Senior Developer,Missing,High Net Worth,N,No,13.0
3039,Coralie,Guitonneau,Female,49,52,Missing,Financial Services,Affluent Customer,N,No,18.0
3040,Kameko,Kinrade,Female,51,87,General Manager,Retail,Mass Customer,N,No,5.0
3041,Sherrie,Kingaby,Female,43,20,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11.0
3042,Barris,Trayton,Male,46,76,Engineer II,Property,High Net Worth,N,Yes,15.0
3043,Kelcey,Argontt,Female,36,21,Legal Assistant,Missing,Mass Customer,N,Yes,18.0
3044,Russell,Brittoner,Male,27,59,Occupational Therapist,Health,Affluent Customer,N,Yes,19.0
3045,Renato,Mungham,Male,21,52,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0
3046,Shela,Ridgers,Female,53,53,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18.0
3047,Eddy,Cossans,Male,56,20,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0
3048,Kenon,Messruther,Male,48,38,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0
3049,Tristam,O'Fallone,Male,50,72,Missing,Property,High Net Worth,N,Yes,12.0
3050,Dinnie,Worsom,Female,20,90,Missing,Missing,High Net Worth,N,No,5.0
3051,Edi,Lugton,Female,44,81,Missing,Manufacturing,Affluent Customer,N,Yes,7.0
3052,Lisetta,None,Female,41,72,Teacher,Missing,Mass Customer,N,No,18.0
3053,Susie,None,Female,33,67,Account Coordinator,Retail,High Net Worth,N,No,17.0
3054,Marieann,Wickey,Female,52,94,Operator,Manufacturing,Affluent Customer,N,No,16.0
3055,Viki,Drache,Female,18,96,General Manager,Missing,Mass Customer,N,Yes,2.0
3056,Catlin,Storm,Female,49,43,Health Coach II,Entertainment,Mass Customer,N,No,18.0
3057,Mel,Shoebottom,Female,41,96,Executive Secretary,Missing,Mass Customer,N,No,9.0
3058,Hamnet,Kibblewhite,Male,31,67,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0
3059,Hercules,Klewi,Male,59,83,Accountant IV,Missing,Mass Customer,N,No,17.0
3060,Milton,Gorini,Male,35,28,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0
3061,Evie,Bendtsen,Female,26,51,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3.0
3062,Lesley,Ruskin,Male,55,78,Civil Engineer,Manufacturing,Mass Customer,N,No,13.0
3063,Andrea,Wildber,Male,18,74,VP Sales,Financial Services,Affluent Customer,N,No,2.0
3064,Zach,Billison,Male,22,96,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
3065,Winna,Brusle,Female,40,88,Recruiter,Financial Services,High Net Worth,N,Yes,13.0
3066,Renell,Bellocht,Female,22,29,Paralegal,Financial Services,Affluent Customer,N,Yes,2.0
3067,Veronique,Wash,Female,26,8,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0
3068,Gill,Branney,Female,27,88,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1.0
3069,Phylis,Traves,Female,29,59,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12.0
3070,Malissia,Minthorpe,Female,19,74,Account Executive,Health,Affluent Customer,N,Yes,1.0
3071,Shirlee,Murdoch,Female,28,59,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0
3072,Roma,Prettjohn,Male,38,87,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10.0
3073,Hernando,Farnham,Male,50,16,Nurse,Telecommunications,Affluent Customer,N,No,17.0
3074,Tracie,Grishaev,Male,48,31,VP Quality Control,Health,Mass Customer,N,Yes,12.0
3075,Corty,Debell,Male,58,36,Missing,Entertainment,Mass Customer,N,Yes,16.0
3076,Merna,Eyers,Female,26,9,Professor,Health,Mass Customer,N,Yes,4.0
3077,Emelen,Gillopp,Male,17,19,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0
3078,Mariel,Blacksell,Female,35,54,Safety Technician III,Retail,Mass Customer,N,No,7.0
3079,Yorker,McKevany,Male,58,34,Legal Assistant,Retail,Mass Customer,N,Yes,20.0
3080,Christoforo,Santus,Male,59,87,Graphic Designer,Financial Services,High Net Worth,N,No,10.0
3081,Dodi,Volker,Female,46,61,Mechanical Systems Engineer,Missing,High Net Worth,N,Yes,9.0
3082,Emlyn,Maile,Male,20,68,Missing,Manufacturing,Mass Customer,N,Yes,2.0
3083,Cirillo,Duprey,Male,46,44,Missing,Missing,Mass Customer,N,Yes,12.0
3084,Birgit,Dowers,Female,58,57,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0
3085,Kaleb,Eslemont,Male,39,91,Accountant IV,Missing,Affluent Customer,N,No,5.0
3087,Gerry,Scatcher,Male,31,64,Social Worker,Health,Mass Customer,N,No,9.0
3088,Hilarius,Trenbey,Male,43,92,Missing,Retail,Affluent Customer,N,Yes,17.0
3089,Wood,Nathan,Male,17,27,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0
3090,Zared,Pinchback,Male,53,81,Operator,Manufacturing,Mass Customer,N,No,8.0
3091,Guenevere,Treffry,Female,22,88,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0
3092,Hallie,Blackden,Female,45,8,Statistician IV,Missing,Affluent Customer,N,No,9.0
3093,Harwilll,Crimes,Male,25,31,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6.0
3094,Izak,Andreutti,Male,28,51,Biostatistician II,Missing,Mass Customer,N,Yes,17.0
3095,Joachim,None,Male,19,14,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0
3096,Lulu,Cabane,Female,44,32,Associate Professor,Financial Services,Mass Customer,N,No,10.0
3097,Alessandro,Casley,Male,39,2,Actuary,Financial Services,Affluent Customer,N,Yes,19.0
3098,Tiff,Ovett,Female,37,77,Dental Hygienist,Health,Mass Customer,N,No,12.0
3099,Shelli,Benitti,Female,21,73,Missing,Retail,Mass Customer,N,Yes,3.0
3100,Peggy,Wrankling,Female,63,19,Recruiter,Missing,Mass Customer,N,No,7.0
3101,Paxton,Lermit,Male,30,68,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0
3102,Paquito,Maitland,Male,27,37,Assistant Manager,Property,Affluent Customer,N,No,2.0
3103,Shaylah,Hatchell,Female,64,5,Safety Technician II,Retail,Mass Customer,N,No,20.0
3104,Diahann,Blundan,Female,23,19,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0
3105,Bryn,Rycraft,Male,52,88,Teacher,Health,Mass Customer,N,No,12.0
3106,Yetty,Conneely,Female,28,13,Missing,Financial Services,Mass Customer,N,Yes,21.0
3107,Dell,Tremathick,Female,57,98,Legal Assistant,Missing,High Net Worth,N,No,9.0
3108,Trip,Ahmed,Male,50,94,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0
3109,Jeralee,Domleo,Female,59,75,Automation Specialist II,Health,Mass Customer,N,Yes,10.0
3110,Fabien,Iacapucci,Male,23,14,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0
3111,Maxwell,Blabber,Male,20,42,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0
3112,Terri,Gornal,Male,16,41,Internal Auditor,Retail,High Net Worth,N,Yes,1.0
3113,Wenonah,Lethabridge,Female,48,52,Teacher,Property,Mass Customer,N,Yes,18.0
3114,Judah,Prime,Male,43,48,Teacher,IT,Mass Customer,N,Yes,18.0
3115,Rip,Spiers,Male,36,40,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0
3116,Correy,Loynes,Male,39,16,Missing,Health,Mass Customer,N,No,7.0
3117,Nisse,Marriage,Female,22,68,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0
3118,Cleveland,Coxon,Male,24,54,Occupational Therapist,Health,High Net Worth,N,No,9.0
3119,Earle,Frisby,Male,58,13,Missing,Missing,High Net Worth,N,No,19.0
3120,Lauree,O'Donnell,Female,38,89,Clinical Specialist,Health,Mass Customer,N,Yes,10.0
3121,Mahmoud,Batterbee,Male,58,82,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0
3122,Cthrine,Orans,Female,37,17,Missing,Manufacturing,High Net Worth,N,Yes,15.0
3123,Tina,Riggulsford,Female,41,71,Dental Hygienist,Health,High Net Worth,N,No,20.0
3124,Anastasie,Le Grand,Female,36,73,Account Executive,Retail,High Net Worth,N,Yes,9.0
3125,Krystyna,Scarasbrick,Female,39,2,Social Worker,Health,High Net Worth,N,Yes,5.0
3126,Bondon,Deeley,Male,31,7,Statistician IV,Financial Services,High Net Worth,N,No,12.0
3127,Tucker,Lewsley,Male,46,39,Research Nurse,Health,Mass Customer,N,No,10.0
3128,Betteanne,Alldread,Female,52,96,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0
3129,Leola,Mandrier,Female,62,44,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0
3130,Krissy,Robard,Female,46,53,VP Product Management,Telecommunications,Mass Customer,N,No,17.0
3131,Sybilla,O' Markey,Female,18,63,Missing,Retail,Affluent Customer,N,Yes,3.0
3132,Nicko,Artois,Male,42,33,Sales Representative,Retail,Mass Customer,N,Yes,7.0
3133,Eda,MacCheyne,Female,18,89,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0
3134,Pierette,Roseman,Female,22,53,Missing,Manufacturing,Mass Customer,N,No,5.0
3135,Titus,Worsall,Male,56,83,Staff Scientist,Financial Services,Mass Customer,N,No,16.0
3136,Leonardo,Brennon,Male,19,60,Marketing Manager,Retail,Mass Customer,N,Yes,3.0
3137,Cathlene,None,Female,24,48,Web Designer III,Missing,Mass Customer,N,No,9.0
3138,Wait,Pardey,Male,46,34,Paralegal,Financial Services,Mass Customer,N,Yes,6.0
3139,Pail,De Blasi,Male,44,65,Paralegal,Financial Services,High Net Worth,N,Yes,17.0
3140,Britt,Muddimer,Female,32,2,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0
3141,Esmaria,Kiernan,Female,22,92,Associate Professor,Retail,Mass Customer,N,Yes,3.0
3142,Hubert,Kliner,Male,25,98,Electrical Engineer,Manufacturing,Mass Customer,N,No,6.0
3143,Corabelle,Streatfeild,Female,21,0,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0
3144,Ringo,Everson,Male,39,94,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0
3145,Gar,Barnewille,Male,39,17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0
3146,Fredrika,Kleinmintz,Female,39,79,Project Manager,Property,Mass Customer,N,No,15.0
3147,Bonnee,Farley,Female,41,21,Missing,Retail,Affluent Customer,N,Yes,17.0
3148,Berky,Degoix,Male,43,11,Human Resources Assistant IV,Missing,High Net Worth,N,Yes,10.0
3149,Caprice,Pack,Female,37,31,Tax Accountant,Missing,Affluent Customer,N,Yes,5.0
3150,Morissa,Wolfendell,Female,26,66,Sales Associate,Financial Services,Mass Customer,N,No,5.0
3152,Lettie,McGenis,Female,18,6,Teacher,Financial Services,High Net Worth,N,Yes,3.0
3153,Hannis,Jakubovits,Female,44,87,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0
3154,Angil,Ellesmere,Female,60,63,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0
3155,Tiphani,Fritz,Female,41,88,Office Assistant I,IT,Affluent Customer,N,Yes,21.0
3156,Bearnard,Letixier,Male,41,23,Missing,Financial Services,Mass Customer,N,No,4.0
3157,Hurlee,Fasson,Male,20,46,Missing,Retail,Mass Customer,N,Yes,1.0
3158,Korey,Lansbury,Male,47,27,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0
3159,Jesus,MacShirie,Male,50,16,Missing,Financial Services,Affluent Customer,N,No,12.0
3160,Eadmund,Braycotton,Male,39,87,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0
3161,Cindie,Naldrett,Female,40,71,Missing,Financial Services,Mass Customer,N,Yes,4.0
3162,Deanne,Delacour,Female,39,76,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0
3163,Irvine,Mc Mechan,Male,49,38,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0
3164,Hortensia,Rainger,Female,31,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0
3165,Vyky,Coppen,Female,42,56,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0
3166,Bronson,Plowman,Male,62,96,Social Worker,Health,Mass Customer,N,No,20.0
3167,Vernor,Stedall,Male,22,36,Web Designer IV,Property,Mass Customer,N,No,5.0
3168,Johan,Dudderidge,Male,41,89,Assistant Manager,Health,Affluent Customer,N,No,22.0
3169,Maxim,Chavrin,Male,54,96,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0
3170,Bethanne,Kytter,Female,49,67,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0
3171,Leif,None,Male,50,36,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0
3172,Marje,Kennewell,Female,56,69,Missing,Retail,Affluent Customer,N,No,5.0
3173,Angelo,None,Male,16,55,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0
3174,Odele,Blackmore,Female,41,67,Research Associate,Financial Services,Affluent Customer,N,No,9.0
3175,Alphard,Cradduck,Male,33,82,Operator,Health,Mass Customer,N,No,16.0
3176,Rafe,Antoniak,Male,40,60,Physical Therapy Assistant,Missing,Affluent Customer,N,No,16.0
3177,Titos,Scanes,Male,39,93,Database Administrator IV,Missing,Affluent Customer,N,No,6.0
3178,Gan,Marrion,Male,46,21,VP Quality Control,Retail,Mass Customer,N,Yes,9.0
3179,Jarid,Redwood,Male,38,87,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0
3180,Gage,None,Male,43,96,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0
3181,Ferd,Chominski,Male,41,39,Senior Editor,Financial Services,High Net Worth,N,No,6.0
3182,Catherina,Hammel,Female,50,50,Missing,Financial Services,Affluent Customer,N,No,15.0
3183,Craig,Phethean,Male,43,64,Junior Executive,Health,Mass Customer,N,No,14.0
3184,Marlee,Brundle,Female,41,2,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0
3185,Duky,Crichley,Male,61,25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0
3186,Rora,Warre,Female,20,22,Missing,Missing,Mass Customer,N,Yes,2.0
3187,Samuele,Roycroft,Male,43,75,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0
3188,Boyd,None,Male,18,94,Actuary,Financial Services,Mass Customer,N,No,1.0
3189,Abbott,Knaggs,Male,54,40,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0
3190,Lizabeth,Carswell,Female,32,18,Missing,Missing,Affluent Customer,N,No,15.0
3191,Bobbette,Amps,Female,58,29,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0
3192,Illa,Klemenz,Female,49,37,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16.0
3193,Augusta,Henryson,Female,39,6,Web Designer IV,Property,High Net Worth,N,No,7.0
3194,Hakeem,Bernardinelli,Male,39,38,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0
3195,Vickie,West,Female,36,4,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0
3196,Teddi,Adcocks,Female,40,11,Engineer IV,Health,Mass Customer,N,No,8.0
3197,Stern,Ilyenko,Male,41,83,Environmental Specialist,Health,High Net Worth,N,No,14.0
3198,Dur,Knappen,Male,20,66,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0
3199,Florry,Neasam,Female,48,98,Product Engineer,Missing,Mass Customer,N,Yes,15.0
3200,Marna,None,Female,22,51,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0
3201,Zed,Blanckley,Male,17,61,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0
3202,Garry,Gadson,Male,23,74,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0
3203,Swen,Merioth,Male,32,25,GIS Technical Architect,Missing,Affluent Customer,N,Yes,7.0
3204,Ibby,Beedon,Female,23,51,Media Manager III,Health,Mass Customer,N,Yes,4.0
3205,Egan,Flockhart,Male,58,35,Account Executive,Missing,Mass Customer,N,No,20.0
3206,Elbertine,Trewin,Female,22,32,Financial Advisor,Financial Services,Mass Customer,N,No,1.0
3207,Anica,Halfhyde,Female,30,46,Missing,Missing,Mass Customer,N,No,21.0
3208,Jeanne,O'Meara,Female,50,53,VP Marketing,Missing,High Net Worth,N,No,15.0
3209,Clarie,Markushkin,Female,53,10,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0
3210,Stella,Abreheart,Female,29,80,Junior Executive,Manufacturing,Mass Customer,N,No,1.0
3211,Betsy,Cosh,Female,24,52,Automation Specialist II,Health,High Net Worth,N,Yes,7.0
3212,Corella,Bartomeu,Female,36,62,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13.0
3213,Marcile,Vasiliev,Female,46,27,Missing,Telecommunications,Affluent Customer,N,Yes,16.0
3214,Cindelyn,Balas,Female,24,2,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0
3215,Wolfgang,Raffles,Male,41,14,General Manager,Missing,Mass Customer,N,Yes,7.0
3216,Edgar,Ordish,Male,19,59,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0
3217,Lorena,Titterrell,Female,49,95,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0
3218,Conny,Starbeck,Female,41,38,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0
3219,Denyse,Scutts,Female,19,94,Web Developer III,Financial Services,Mass Customer,N,No,3.0
3220,Hunt,Linn,Male,45,53,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0
3221,Brigid,Quigley,Female,58,59,Internal Auditor,Property,High Net Worth,N,Yes,11.0
3224,Darell,Mulqueeny,Female,21,67,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0
3225,Durante,Reddan,Male,37,19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0
3226,Andi,Whittet,Female,44,43,Missing,Entertainment,Affluent Customer,N,No,11.0
3227,Costa,Sharpin,Male,22,37,Missing,Manufacturing,Affluent Customer,N,No,2.0
3228,Margette,Donaghie,Female,53,36,Social Worker,Health,Mass Customer,N,No,13.0
3229,Carrol,Gheorghie,Male,53,69,Sales Representative,Retail,High Net Worth,N,Yes,6.0
3230,Calida,Clardge,Female,47,31,Executive Secretary,Financial Services,Mass Customer,N,No,12.0
3231,Cazzie,Gravell,Male,41,84,Missing,Missing,Affluent Customer,N,Yes,16.0
3232,Rose,Milsom,Female,24,7,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0
3233,Xever,Feeley,Male,59,7,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0
3234,Mata,Hoggan,Male,30,35,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0
3235,Leif,Woolfall,Male,52,88,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0
3236,Edsel,Arguile,Male,24,37,Missing,Manufacturing,Mass Customer,N,Yes,5.0
3237,Astrid,Sumnall,Female,53,94,Assistant Manager,Manufacturing,Mass Customer,N,No,13.0
3238,Sauveur,Edmands,Male,40,23,Executive Secretary,Retail,Mass Customer,N,No,14.0
3239,Wendi,Hew,Female,46,15,Staff Scientist,Health,High Net Worth,N,No,5.0
3240,Ryon,Elsay,Male,41,90,Chief Design Engineer,Missing,Mass Customer,N,Yes,6.0
3241,Milt,Erett,Male,38,34,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0
3242,Lib,Schohier,Female,59,4,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0
3243,Tim,Besset,Male,44,24,Media Manager I,Health,Mass Customer,N,No,7.0
3244,Rosene,Bullar,Female,58,24,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0
3245,Wainwright,Succamore,Male,58,86,Graphic Designer,IT,High Net Worth,N,No,7.0
3246,Norene,Merle,Female,49,73,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0
3247,Bellanca,Raymond,Female,32,0,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0
3248,Alastair,Van der Beken,Male,60,32,Programmer Analyst II,Missing,Affluent Customer,N,No,5.0
3249,Cortney,Leet,Female,36,46,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14.0
3250,Hussein,Ticic,Male,25,27,Missing,Argiculture,High Net Worth,N,Yes,4.0
3251,Cammie,Edridge,Female,41,95,Safety Technician II,Financial Services,High Net Worth,N,Yes,8.0
3252,Alexia,McTerrelly,Female,30,59,GIS Technical Architect,Missing,High Net Worth,N,Yes,14.0
3253,Bernadine,Shakeshaft,Female,27,42,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0
3254,Lissy,Paliser,Female,16,8,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0
3256,Collen,Kew,Female,31,76,Professor,Financial Services,Affluent Customer,N,No,6.0
3257,Travis,Hulatt,Male,37,64,Senior Editor,Missing,Mass Customer,N,Yes,10.0
3258,Hettie,Godden,Female,39,77,Sales Representative,Retail,Mass Customer,N,Yes,18.0
3259,Rabi,None,Male,64,74,Quality Control Specialist,Missing,High Net Worth,N,No,10.0
3260,Kelsy,Rao,Female,38,6,Research Associate,Telecommunications,High Net Worth,N,No,11.0
3261,Benedicto,Blumire,Male,42,6,Missing,Property,Mass Customer,N,Yes,5.0
3262,Maynord,L'Episcopi,Male,58,65,Product Engineer,Entertainment,Mass Customer,N,No,12.0
3263,Quentin,Forte,Female,36,37,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5.0
3264,Garret,Higginbottam,Male,39,88,Missing,Financial Services,Mass Customer,N,Yes,17.0
3265,Isaak,Higounet,Male,50,64,Clinical Specialist,Health,High Net Worth,N,No,11.0
3266,Lambert,Edser,Male,22,68,Account Representative III,Missing,Mass Customer,N,Yes,5.0
3267,Gerri,Prott,Male,30,20,Missing,Property,High Net Worth,N,Yes,9.0
3268,Estelle,Sam,Female,31,93,General Manager,Manufacturing,Mass Customer,N,No,20.0
3269,Kalvin,Paskin,Male,23,96,GIS Technical Architect,Missing,Mass Customer,N,No,1.0
3270,Tracey,Redsull,Male,60,47,Administrative Officer,Financial Services,Mass Customer,N,Yes,5.0
3271,Daisi,Philip,Female,31,21,Chief Design Engineer,Property,High Net Worth,N,Yes,16.0
3272,Bar,Frankcom,Male,24,75,Payment Adjustment Coordinator,Missing,Affluent Customer,N,No,9.0
3273,Darline,Alpes,Female,39,72,General Manager,Entertainment,Mass Customer,N,No,11.0
3274,Tory,Dosdell,Female,44,44,Missing,Financial Services,Mass Customer,N,Yes,18.0
3275,Lela,Carrell,Female,42,24,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6.0
3276,Goddart,Pavelin,Male,38,10,Legal Assistant,Missing,High Net Worth,N,No,3.0
3277,Demetris,Shapcote,Male,55,92,Computer Systems Analyst I,Missing,Affluent Customer,N,No,10.0
3278,Marcel,Eddolls,Male,35,66,VP Product Management,Financial Services,Affluent Customer,N,No,9.0
3279,Morgun,Razoux,Male,58,55,Staff Scientist,Financial Services,Mass Customer,N,No,14.0
3280,Micki,McNamara,Female,30,49,General Manager,Financial Services,Mass Customer,N,Yes,21.0
3281,Peg,Cliff,Female,19,67,Administrative Assistant III,Missing,Mass Customer,N,No,4.0
3282,Helga,Nuzzi,Female,58,8,Clinical Specialist,Health,High Net Worth,N,No,13.0
3283,Rowe,Barbary,Female,38,46,Administrative Officer,Property,Mass Customer,N,Yes,6.0
3284,Jorrie,Cerman,Female,26,98,Chief Design Engineer,Retail,Affluent Customer,N,No,2.0
3285,Mendie,Teresi,Male,31,51,Recruiter,Health,Affluent Customer,N,Yes,9.0
3286,Kent,Hatter,Male,56,23,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0
3287,Marys,Vazquez,Female,32,30,Account Executive,Missing,Affluent Customer,N,Yes,4.0
3289,Frederico,Spearman,Male,40,43,Assistant Manager,Property,Mass Customer,N,No,12.0
3290,Brandyn,Gain,Male,55,22,Missing,Manufacturing,High Net Worth,N,Yes,18.0
3291,Cindy,Eakin,Female,61,33,Staff Accountant II,Manufacturing,Mass Customer,N,No,13.0
3292,Hamlen,Slograve,Male,44,71,Web Designer I,Retail,Affluent Customer,N,Yes,3.0
3293,Peg,Woodstock,Female,31,98,Automation Specialist IV,Missing,High Net Worth,N,No,17.0
3294,Juditha,Leidl,Female,31,90,Director of Sales,Manufacturing,Affluent Customer,N,No,6.0
3295,Cleavland,Karchowski,Male,53,14,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0
3296,Leontyne,Jackett,Female,43,78,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0
3297,Addy,Moukes,Male,42,39,Product Engineer,Manufacturing,Mass Customer,N,No,13.0
3299,Sybille,Ballsdon,Female,37,27,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12.0
3300,Quintus,Gouldthorpe,Male,56,47,Executive Secretary,Retail,Mass Customer,N,No,14.0
3301,Guntar,O'Halloran,Male,30,5,Associate Professor,Missing,Mass Customer,N,Yes,6.0
3302,Faulkner,McKiernan,Male,61,17,Compensation Analyst,Financial Services,Affluent Customer,N,No,19.0
3303,Ced,Cuell,Male,50,51,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11.0
3304,Tymothy,Rodder,Male,36,43,Missing,Missing,Mass Customer,N,No,12.0
3305,Neddy,La Grange,Male,40,25,Senior Developer,Health,Mass Customer,N,Yes,11.0
3306,Iggy,Whorton,Male,26,50,Compensation Analyst,Financial Services,Mass Customer,N,No,7.0
3307,Portia,Thirlwall,Female,39,96,Analyst Programmer,Health,High Net Worth,N,No,14.0
3308,Daffi,Idale,Female,38,5,Cost Accountant,Financial Services,Mass Customer,N,Yes,14.0
3309,Christie,Bremeyer,Male,43,34,Senior Sales Associate,Missing,High Net Worth,N,Yes,3.0
3310,Bethany,Jarrell,Female,56,83,VP Marketing,Property,Affluent Customer,N,Yes,12.0
3311,Clary,Bennitt,Female,38,57,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8.0
3313,Kori,Antoshin,Female,22,10,Missing,Property,High Net Worth,N,Yes,5.0
3314,Blakelee,Tassel,Female,45,50,Missing,Financial Services,Mass Customer,N,Yes,12.0
3315,Ninnette,Pandey,Female,23,77,Account Executive,Property,Mass Customer,N,Yes,5.0
3316,Stoddard,Giacomoni,Female,57,31,Structural Analysis Engineer,Missing,Mass Customer,N,No,18.0
3317,Ric,Kondrachenko,Male,47,35,Actuary,Financial Services,Mass Customer,N,Yes,11.0
3318,Courtnay,Allmen,Male,55,37,Missing,Manufacturing,High Net Worth,N,Yes,19.0
