first_name,last_name,gender,age,age_group,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Beverlee,Querree,Female,26,30,42,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
Cami,Eitter,Female,39,40,34,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125
Reiko,Degenhardt,Female,41,50,83,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
Cord,Dunsmore,Male,18,20,12,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
Gabey,Kennicott,Female,59,60,55,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
Jacqui,Devey,Female,22,30,79,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125
Byrom,Ramas,Male,24,30,23,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125
Worthington,Ahmed,Male,45,50,79,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125
Chico,Dye,Male,23,30,46,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125
Davidde,Cockroft,Male,70,80,70,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125
Charlie,Dmych,Male,67,70,60,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125
Donn,Chaney,Male,66,70,15,Research Assistant II,Missing,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625
Kamila,Parsonage,Female,63,70,80,Missing,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
Barth,Sapshed,Male,23,30,4,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075
Padriac,Collacombe,Male,50,60,67,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075
Olive,Mozzi,Female,62,70,87,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075
Benedict,Rosas,Male,62,70,73,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075
Virginia,De Antoni,Female,53,60,17,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075
Nicolas,O'Donnell,Male,31,40,40,Internal Auditor,Missing,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
Oswald,MacCarlich,Male,26,30,81,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
Ailyn,Howgate,Female,16,20,66,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
Karol,Salthouse,Female,49,50,53,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
Esdras,Birchett,Male,67,70,81,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
Wilfrid,Gertray,Male,75,80,1,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
Charmain,Styles,Female,52,60,49,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.7989999999999999
Kirsteni,Gritskov,Female,19,20,66,Missing,Missing,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875
Bobby,Summersby,Male,74,80,90,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875
Shepherd,Dutchburn,Male,41,50,33,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875
Berenice,Kaesmakers,Female,23,30,64,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875
Jesse,Crosio,Male,23,30,75,Data Coordiator,Missing,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875
Cordi,Thornton,Female,45,50,47,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875
Debbie,Tillman,Female,27,30,3,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
Judie,Pirkis,Female,22,30,2,Recruiter,Missing,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875
Flin,Yoskowitz,Male,22,30,9,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875
Noel,Sturch,Female,66,70,26,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875
Letizia,Poore,Female,79,80,27,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875
Raynard,None,Male,21,30,32,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
Kiley,Grunder,Male,23,30,95,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625
Ethelred,Sissel,Male,43,50,83,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625
Dena,Pabst,Female,30,40,39,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999
Wyndham,Woolford,Male,38,40,1,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
Rochette,Haddacks,Female,21,30,44,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
Jamal,Dudgeon,Male,52,60,83,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
Levin,Coxen,Male,62,70,13,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125
Marinna,Kauschke,Female,44,50,21,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625
Kyle,Michie,Female,59,60,6,Nurse Practicioner,Missing,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625
Lanie,Cobbold,Male,39,40,57,Senior Sales Associate,Missing,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625
Gilbert,O'Fallone,Male,23,30,29,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625
Esther,McOnie,Female,78,80,59,Legal Assistant,Missing,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
Chaim,Kingdon,Male,21,30,63,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
Anson,Dearnaly,Male,20,30,68,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735
Caitrin,Critten,Female,44,50,45,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125
Garreth,Minett,Male,56,60,93,Physical Therapy Assistant,Missing,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
Rozamond,Sommer,Female,51,60,27,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
Annabell,Downer,Female,62,70,33,Budget/Accounting Analyst II,Missing,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999
Maximilian,Geffen,Male,62,70,96,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999
Ajay,Worham,Female,38,40,80,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999
Jamison,Cashin,Male,47,50,70,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625
Dorian,Emery,Female,19,20,94,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625
Nicol,Swinford,Male,41,50,65,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625
Agna,Cowpe,Female,48,50,88,Missing,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999
Nev,Prosh,Male,67,70,29,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999
Lucius,Hatchell,Male,66,70,37,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999
Francisca,Pottage,Female,60,70,63,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565
Farlie,Brookz,Male,54,60,62,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
Mariette,None,Female,61,70,47,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999
Beverlee,Ungerechts,Female,44,50,49,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999
Nanni,Girodias,Female,59,60,61,Missing,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999
Delcina,Hursey,Female,49,50,22,Missing,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
Lek,Pimblett,Male,62,70,88,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
Kellyann,Adshad,Female,77,80,62,Missing,Missing,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
Ewell,Paulusch,Male,19,20,31,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
Madison,Lars,Male,50,60,11,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
Ardis,Taree,Female,57,60,97,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
Wheeler,Godsil,Male,24,30,51,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
Marissa,O'Scandall,Female,44,50,17,Missing,Missing,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375
Terrel,Keynd,Male,56,60,30,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
Augie,Swallwell,Male,78,80,42,Missing,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
Dillon,Bannister,Male,72,80,7,Tax Accountant,Missing,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375
Osbourn,Gherardini,Male,30,40,43,Missing,Missing,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375
Lissa,Gawn,Female,55,60,86,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
Leisha,McConway,Female,42,50,3,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
Kearney,Cuddehy,Male,20,30,88,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999
Shellysheldon,Bichard,Male,64,70,96,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999
Reinhard,Oscroft,Male,67,70,23,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999
Menard,Venmore,Male,39,40,97,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999
Andree,Breeds,Female,63,70,31,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999
Kata,Harrop,Female,67,70,70,Missing,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999
Pierrette,Gummie,Female,51,60,18,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999
Nady,Withinshaw,Female,49,50,96,Database Administrator III,Missing,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999
Demott,Mullaly,Male,35,40,42,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999
Wendye,Kleinplatz,Female,21,30,48,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
Irvin,Bevans,Male,55,60,82,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
Madella,Marquiss,Female,41,50,51,VP Marketing,Missing,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875
Austine,Speedy,Female,77,80,38,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
Wolf,Craft,Male,22,30,93,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
Aldin,Newsome,Male,36,40,24,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
Sindee,Jasik,Female,75,80,18,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
Truman,Arlett,Male,59,60,58,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
Gordon,Rewan,Male,30,40,42,Chief Design Engineer,Missing,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225
Israel,Brough,Male,41,50,29,Missing,Missing,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225
Leticia,Hovenden,Female,20,30,98,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001
Caritta,Compston,Female,59,60,86,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001
Annabelle,Hanwell,Female,66,70,11,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
Darryl,Hovee,Female,73,80,2,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
Orly,Nesbitt,Female,32,40,6,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
Margette,Gibard,Female,75,80,34,Missing,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999
Nicol,Bertot,Female,40,50,25,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999
Nobe,Trowsdale,Male,49,50,12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999
Stephen,Tittershill,Male,26,30,73,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999
Giselbert,Pickring,Male,58,60,94,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
Shane,Diss,Female,37,40,50,Missing,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
Lisette,Davers,Female,77,80,59,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
Kippar,Whyatt,Male,57,60,13,Missing,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,Female,57,60,41,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,Female,76,80,42,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999
Cecil,Gant,Male,41,50,52,Missing,Missing,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999
Lillis,Eshmade,Female,43,50,50,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999
Ted,Izacenko,Male,58,60,3,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999
Nixie,Shoesmith,Female,61,70,45,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001
Briana,Trill,Female,73,80,5,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001
Cobbie,Bruyett,Male,61,70,20,Associate Professor,Missing,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
Wrennie,Dwelly,Female,77,80,23,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
Sibylla,Kibble,Female,55,60,73,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
Kariotta,Naper,Female,65,70,8,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
Wylie,Huntingdon,Male,51,60,99,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
Lizbeth,Garvan,Female,21,30,36,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
Averil,Ackery,Male,47,50,93,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
Myrtie,Ostrich,Female,21,30,70,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
Ross,Vidgen,Male,70,80,17,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001
Sibby,Skinner,Female,36,40,25,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001
Selle,Casper,Female,39,40,98,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,Male,40,50,58,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,Female,37,40,95,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,Male,23,30,67,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,Male,76,80,22,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,Female,25,30,92,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,Male,79,80,69,Missing,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,Female,25,30,53,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999
Rockie,MacKibbon,Male,39,40,42,Missing,Missing,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999
Harvey,Dwelley,Male,44,50,70,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999
Patrice,Pariss,Male,63,70,96,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999
Arman,Yakubov,Male,40,50,68,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999
Gardiner,Gypps,Male,26,30,91,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999
Cathleen,Le Teve,Female,67,70,75,Recruiting Manager,Missing,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999
Thaddus,Joder,Male,60,70,31,Missing,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Josepha,Clamp,Female,56,60,12,Marketing Manager,Missing,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
Jillane,Simion,Female,43,50,8,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
Lynnell,Shoesmith,Female,36,40,44,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
Mandie,MacAdie,Female,43,50,39,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
Ferdinand,Billie,Male,52,60,97,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
Suzy,Bussens,Female,44,50,44,Missing,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
Emeline,Vezey,Female,64,70,37,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
Cissiee,Baylis,Female,66,70,99,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
Roldan,Raybould,Male,42,50,27,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
Barth,Weare,Male,71,80,18,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
Alta,Pithcock,Female,18,20,64,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
Marc,Keunemann,Male,45,50,57,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
Bertine,Smalles,Female,34,40,85,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
Wilbert,O'Loughnan,Male,34,40,14,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
Seymour,Fellibrand,Male,46,50,28,Structural Analysis Engineer,Missing,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
Miran,Runchman,Female,42,50,47,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
Dorotea,Fenwick,Female,67,70,74,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
Jenny,Massy,Female,54,60,82,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
Hyman,Petrolli,Male,52,60,8,Senior Sales Associate,Missing,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375
Beatrix,McGivena,Female,51,60,26,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
Nalani,Hallad,Female,18,20,15,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
Inglebert,Butland,Male,51,60,71,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
Brendis,Pineaux,Male,39,40,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
Jaimie,Lancastle,Male,45,50,71,VP Marketing,Missing,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715
Glendon,Malham,Male,52,60,36,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
Morganica,Bentke,Female,41,50,40,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
Calida,Schaben,Female,48,50,54,Recruiting Manager,Missing,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999
Hallsy,Voysey,Male,47,50,83,Business Systems Development Analyst,Missing,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999
Lanny,Currall,Male,20,30,37,Developer IV,Missing,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999
Son,Varney,Male,24,30,75,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999
Bartram,Caltun,Male,61,70,28,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999
Halette,Borsi,Female,56,60,60,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999
Killie,Densie,Male,20,30,87,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
